"","skclnt","skitem","buyer_num","buyer_name","po_number","ndc","item_description","vendor_number","vendor_name","ship_point","sub_group","actual_leadtime","order_date","receipt_date","sku_lt_orderdate","relationship_lt_orderdate","realtionship_lt_today","order_qty","total_receipt_qty","purchasing_team","orderdate_aa_code","bypass_lt","gen_nam","card_gcn_id","card_gen_ind_desc","ahfs_desc","fin_flag","fin_flag_gcn","source_type","nlc_type_desc","accunet","card_sbst_key_id","pack_qty","cvs_formulary_a_b_d","cvs_segment","sku","snapshot_date","skfcst","skappc"
"9549","003D","5604558","628","JEANNINE ROGERS","4281407","66689033008","AMINOCAPROIC 0.25GM/ML 236.5ML","04734","VISTAPHARM INC CS","","",5,2021-07-08,2021-07-13,5,5,5,12,12,"Generics","990","N","AMINOCAPROIC ACID","25580","GENERIC DRUG","HEMOSTATICS","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",240,"25580003",1,NA,"OV, OV, OV","5604558003D",2021-11-01,2.73,2549.02
"9550","099D","1409630","634","CHRISTOPHER PELT","4225452","51672126901","BETAMETHASONE VAL 0.1% 15GM","02552","TARO PHARMACEUTICALS USA CS","","",4,2021-06-03,2021-06-07,2.42,2,2,384,384,"Generics","0","N","BETAMETHASONE VALERATE","31101","GENERIC DRUG","CORTICOSTEROIDS (SKIN, MUCOUS MEMBRANE)",NA,"yes","SOURCE B - IN SCOPE","CENTRALIZED",15,"31101000",1,"PRIMARY, PRIMARY, PRIMARY","WH, WH, WH","1409630099D",2021-11-01,371.8,17.9
"9551","009D","5511449","622","ESMERALDA TUSSING","4267685","70700012185","TRI-ESTARYLLA 3X28 BPK","57690","XIROMED LLC CS","","",2,2021-06-29,2021-07-01,2.2,6,6,128,128,"Generics","0","Y","NORGESTIMATE/ETH ESTRADIOL","11301","GENERIC DRUG","CONTRACEPTIVES","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",84,"11301000",3,"PRIMARY, NO FORM, NO FORM","WH, WH, WH","5511449009D",2021-11-01,154.03,32.07
"9552","064D","5325790","633","CAMERON HOWARD","4426738","69097091302","OMEPRAZ/SOD BICRB 20-1100MG 30","11037","CIPLA USA INC CS","","",10,2021-10-04,2021-10-14,8.28,7,7,168,168,"Generics","0","N","OMEPRAZOLE/SOD BICARB","26632","GENERIC DRUG","PROTON-PUMP INHIBITORS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"26632000",1,"PRIMARY, PRIMARY, PRIMARY","OV, OV, OV","5325790064D",2021-11-01,54.71,100
"9553","027D","5488846","633","CAMERON HOWARD","4438364","69097052444","DICLOFENAC SOD 1% 100GM TOP","11037","CIPLA USA INC CS","","",7,2021-10-11,2021-10-18,5.79,7,7,576,576,"Generics","995","Y","DICLOFENAC SODIUM","45680","GENERIC DRUG","OTHER NONSTEROIDAL ANTI-INFLAM. AGENTS","3","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",105,"45680005",1,"PRIMARY, PRIMARY, NO FORM","WH, WH, WH","5488846027D",2021-11-01,629.66,15
"9554","064D","5673199","632","ADAM STEMM","4414166","70756021590","FENOFIBRATE 160MG 90","57201","LIFESTAR PHARMA LLC CS","","",8,2021-09-27,2021-10-05,4.92,4,4,300,300,"Generics","0","N","FENOFIBRATE","12595","GENERIC DRUG","FIBRIC ACID DERIVATIVES","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",90,"12595000",1,NA,"WH, WH, WH","5673199064D",2021-11-01,282.54,55.8
"9555","028D","3591344","633","CAMERON HOWARD","4265424","00406052201","OXYCOD/APAP 7.5-325MG 100 C2","04157","SPECGX LLC CS SCHEDULE","NY","",3,2021-06-28,2021-07-01,3.15,4,4,24,24,"Generics","0","Y","OXYCODONE/ACETAMIN","14965","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"14965000",1,NA,"C2, C2, C2","3591344028D",2021-11-01,13.69,49.4
"9556","006D","4494175","634","CHRISTOPHER PELT","4397146","47335083683","GALANTAMINE ER 16MG 30 CRC","04782","SUN PHARMACEUTICAL CS","","",7,2021-09-15,2021-09-22,8.89,13,13,24,24,"Generics","0","N","GALANTAMINE HYDROBROMIDE","23606","GENERIC DRUG","PARASYMPATHOMIMETIC (CHOLINERGIC AGENTS)","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"23606000",1,NA,"OV, OV, OV","4494175006D",2021-11-01,11.57,137.48
"9557","029D","5609359","632","ADAM STEMM","4308065","72578003601","METFORMIN ER 750MG 100 CPLT","57603","VIONA PHARMACEUTICALS INC CS","","",7,2021-07-26,2021-08-02,6.48,7,7,24,24,"Generics","0","N","METFORMIN HCL","19578","GENERIC DRUG","BIGUANIDES",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",100,"19578008",1,NA,"WH, WH, WH","5609359029D",2021-11-01,4.79,19.23
"9558","026D","1502749","633","CAMERON HOWARD","4208656","00409650901","VANCOMYCIN 5GM BULK PF","57147","PFIZER INJECTABLE SI","","",3,2021-05-24,2021-05-27,3.26,3,3,200,200,"Generics","982","Y","VANCOMYCIN HCL","41283","GENERIC DRUG","ANTIBACTERIALS, MISCELLANEOUS","2","yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",1,"41283004",1,NA,NA,"1502749026D",2021-11-01,89.89,89.37
"9559","099D","5679881","622","ESMERALDA TUSSING","4390936","43598096930","ARIPIPRAZOLE 20MG 30","04564","DR REDDYS LABS INC CS","","",5,2021-09-13,2021-09-18,6.05,3,4,72,72,"Generics","0","N","ARIPIPRAZOLE","18539","GENERIC DRUG","ANTIPSYCHOTICS, MISCELLANEOUS",NA,"yes","SOURCE B - IN SCOPE","CENTRALIZED",30,"18539000",1,"NO FORM, PRIMARY, NO FORM","WH, WH, WH","5679881099D",2021-11-01,55.49,23.75
"9560","015D","5513619","627","LISA POSTON","4187339","14789001002","DICYCLOMINE HCL 10MG/ML 5X2ML","09588","NEXUS PHARMACEUTICALS INC","","",3,2021-05-11,2021-05-14,2.24,2,2,24,24,"Generics","0","N","DICYCLOMINE HCL","19271","GENERIC DRUG","ANTIMUSCARINICS/ANTISPASMODICS","2","yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",10,"19271000",5,NA,NA,"5513619015D",2021-11-01,1.71,420
"9561","024D","5459193","632","ADAM STEMM","4396619","13668018830","SILDENAFIL CITRATE 100MG 30","09196","TORRENT PHARMA INC CS","","",5,2021-09-15,2021-09-20,5,6,6,48,48,"Generics","0","N","SILDENAFIL CITRATE","57903","GENERIC DRUG","PHOSPHODIESTERASE TYPE 5 INHIBITORS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"57903000",1,NA,"WH, WH, WH","5459193024D",2021-11-01,39.36,18
"9562","099D","5571732","627","LISA POSTON","4266064","65162027250","SULFA/TMP 800-160MG 500","04511","AMNEAL PHARMACEUTICALS LLC CS","","",2,2021-06-28,2021-06-30,5.47,3,3,912,576,"Generics","0","Y","SULFAMETHOXAZOLE/TMP","90163","GENERIC DRUG","SULFONAMIDES (SYSTEMIC)","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",500,"90163009",1,NA,"WH, WH, WH","5571732099D",2021-11-01,455.44,100
"9563","028D","5727557","633","CAMERON HOWARD","4391703","00409554710","CISATRACURIUM 2MG/ML10X5ML PPX","57147","PFIZER INJECTABLE SI","","",4,2021-09-13,2021-09-17,8,8,8,4,4,"Generics","0","N","CISATRACURIUM BESYLATE","32771","GENERIC DRUG","NEUROMUSCULAR BLOCKING AGENTS",NA,NA,"GENERIC DRUG","NOT CENTRALIZED",50,"32771001",10,NA,NA,"5727557028D",2021-11-01,0.33,140
"9564","099D","3401635","623","MARISSA HORN","4173782","00781183120","AMOX/POT CLAV 500-125MG 20","02541","SANDOZ CS","","",8,2021-05-03,2021-05-11,5,4,5,324,324,"Generics","0","N","AMOXICILLIN/POT CLAVULANATE","67071","GENERIC DRUG","PENICILLINS",NA,"yes","GENERIC DRUG","CENTRALIZED",20,"67071001",1,NA,"WH, WH, WH","3401635099D",2021-11-01,319.51,18.96
"9565","099D","5592738","633","CAMERON HOWARD","4308934","00310737220","BUDES/FORMO 80-4.5MCG 10.2GM","04618","PRASCO LABS CS","","",3,2021-07-26,2021-07-29,3.27,3,3,3240,3240,"Generics","0","N","BUDESONIDE/FORMOTEROL FUM DIHY","98499","GENERIC DRUG","ORALLY INHALED PREPARATIONS (STEROIDS)","3","yes","SOURCE A - IN SCOPE","CENTRALIZED",10,"98499000",1,"SECONDARY, SECONDARY, SECONDARY",", ,","5592738099D",2021-11-01,5158.56,218.77
"9566","099D","5463302","627","LISA POSTON","4293153","70121123901","CYCLOPHOSPHAMIDE 1GM","04510","AMNEAL PHARMACEUTICALS LLC","","",5,2021-07-15,2021-07-20,3.2,5,4,80,80,"Generics","992","Y","CYCLOPHOSPHAMIDE","38352","GENERIC DRUG","ANTINEOPLASTIC AGENTS","2","yes","SOURCE A - OUT OF SCOPE","CENTRALIZED",1,"38352006",1,NA,NA,"5463302099D",2021-11-01,255.47,659.25
"9567","064D","5462163","634","CHRISTOPHER PELT","0372187","53489015601","ALLOPURINOL 100MG 100","04782","SUN PHARMACEUTICAL CS","","",16,2021-06-30,2021-07-16,11.82,12,11,24,24,"Generics","0","N","ALLOPURINOL","7070","GENERIC DRUG","ANTIGOUT AGENTS",NA,"yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"07070002",1,NA,NA,"5462163064D",2021-11-01,12.36,11.35
"9568","064D","4378048","632","ADAM STEMM","0368682","61442010360","DICLOFENAC SOD 75MG 60 DR EC","09748","CARLSBAD TECHNOLOGY INC CS","","",4,2021-05-10,2021-05-14,4.95,7,7,96,96,"Generics","0","N","DICLOFENAC SODIUM","35852","GENERIC DRUG","OTHER NONSTEROIDAL ANTI-INFLAM. AGENTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",60,"35852007",1,"NO FORM, PRIMARY, NO FORM","WH, WH, WH","4378048064D",2021-11-01,122.87,17
"9569","099D","1804947","632","ADAM STEMM","4390922","00832030200","CHLORPROMAZINE 50MG 100","02610","UPSHER SMITH LABS LLC CS","","",2,2021-09-13,2021-09-15,2.06,4,4,276,276,"Generics","990","Y","CHLORPROMAZINE HCL","14433","GENERIC DRUG","ANTIPSYCHOTICS, MISCELLANEOUS","2","yes","SOURCE A - IN SCOPE","CENTRALIZED",100,"14433003",1,NA,"WH, WH, WH","1804947099D",2021-11-01,519.89,538.65
"9570","035D","4279790","632","ADAM STEMM","4180796","42858030301","HYDROMORPHONE 8MG 100 C2","09697","RHODES PHARMACEUTICALS LP CS","NC","",7,2021-05-06,2021-05-13,6.05,6,6,12,12,"Generics","0","N","HYDROMORPHONE HCL","16144","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"16144001",1,"PRIMARY, PRIMARY, PRIMARY","C2, C2, C2","4279790035D",2021-11-01,12.97,51
"9571","006D","5409099","622","ESMERALDA TUSSING","4388304","13517011201","PHENOBARBITAL 64.8MG 100 C4","57272","E5 PHARMA LLC CS","","",25,2021-09-13,2021-10-08,6.3,7,7,216,72,"Generics","996","Y","PHENOBARBITAL","97966","GENERIC DRUG","BARBITURATES (ANXIOLYTIC, SEDATIVE/HYP)","2","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"97966000",1,"PRIMARY, NO FORM, PRIMARY","WH, WH, WH","5409099006D",2021-11-01,54.09,67.03
"9572","064D","5559901","624","ASHLEY BOLTZ","0370656","51224012070","METFORMIN HCL 850MG 1000","10168","TAGI PHARMA INC CS","","",7,2021-06-07,2021-06-14,5.66,7,5,42,42,"Generics","0","N","METFORMIN HCL","10811","GENERIC DRUG","BIGUANIDES",NA,"yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",1000,"10811004",1,NA,"WH, WH, WH","5559901064D",2021-11-01,63.75,63.11
"9573","064D","5559885","624","ASHLEY BOLTZ","0371951","51224012050","METFORMIN HCL 850MG 100","10168","TAGI PHARMA INC CS","","",4,2021-06-28,2021-07-02,4.45,7,5,18,18,"Generics","0","N","METFORMIN HCL","10811","GENERIC DRUG","BIGUANIDES","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"10811001",1,NA,"WH, WH, WH","5559885064D",2021-11-01,15.54,7.25
"9574","064D","5168687","628","JEANNINE ROGERS","4437390","76204060060","ALBUT/IPRAT2.5-0.5MG/3ML2X30UD","10352","RITEDOSE PHARMACEUTICALS CS","","",9,2021-10-11,2021-10-20,7.35,7,7,96,96,"Generics","0","N","ALBUTEROL/IPRATROPIUM","13456","GENERIC DRUG","ANTIMUSCARINICS/ANTISPASMODICS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",180,"13456011",60,NA,"WH, WH, WH","5168687064D",2021-11-01,29.03,24
"9575","099D","3536208","633","CAMERON HOWARD","4286335","45802037635","BETAMETH DP AUG 0.05% 15GM","02237","PADAGIS US LLC RX CS","","",3,2021-07-12,2021-07-15,3.09,3,3,396,396,"Generics","0","N","BETAMETH DIPROP/PROPYL GLY","31890","GENERIC DRUG","CORTICOSTEROIDS (SKIN, MUCOUS MEMBRANE)","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",15,"31890000",1,"NO FORM, PRIMARY, NO FORM","WH, WH, WH","3536208099D",2021-11-01,51.69,3.86
"9576","064D","5660071","622","ESMERALDA TUSSING","4378692","16477042306","SELENIUM SULFIDE 2.3% 180ML","10984","LASER PHARMACEUTICALS LLC CS","","",10,2021-09-03,2021-09-13,4.88,5,5,8,8,"Generics","990","Y","SELENIUM SULFIDE","35212","GENERIC DRUG","LOCAL ANTI-INFECTIVES, MISCELLANEOUS",NA,"yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",180,"35212000",1,NA,"OV, , OV","5660071064D",2021-11-01,5.43,149.99
"9577","008D","5097688","628","JEANNINE ROGERS","4219137","10702001850","OXYCODONE HCL 5MG 500 IR C2","09283","KVK TECH INC CS","PA","",28,2021-05-28,2021-06-25,4.86,10,9,24,24,"Generics","992","Y","OXYCODONE HCL","16290","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",500,"16290006",1,NA,"C2, C2, C2","5097688008D",2021-11-01,26.77,42.5
"9578","008D","5698683","633","CAMERON HOWARD","4197270","00409662514","SODIUM BICARB 8.4% 25X50ML","57147","PFIZER INJECTABLE SI","","",4,2021-05-17,2021-05-21,4.98,7,7,28,28,"Generics","0","Y","SODIUM BICARBONATE","2792","GENERIC DRUG","ALKALINIZING AGENTS","4","yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",1250,"02792001",25,NA,NA,"5698683008D",2021-11-01,94.36,243.46
"9579","099D","3441821","634","CHRISTOPHER PELT","4394321","51672130301","ECONAZOLE NITRATE 1% 15GM","02552","TARO PHARMACEUTICALS USA CS","","",2,2021-09-14,2021-09-16,2.91,2,2,48,48,"Generics","0","N","ECONAZOLE NITRATE","30430","GENERIC DRUG","ANTIFULGALS (SKIN, MUCOUS MEMBRANE),MISC",NA,"yes","SOURCE B - IN SCOPE","CENTRALIZED",15,"30430004",1,NA,"WH, WH, WH","3441821099D",2021-11-01,188.11,50.03
"9580","099D","5036934","624","ASHLEY BOLTZ","4456379","13107005999","APAP/COD 300-30MG 1000 C3","04898","AUROBINDO PHARMA USA CS","","CAGE",4,2021-10-21,2021-10-25,4.07,4,4,24,24,"Generics","0","N","ACETAMINOPHEN/CODEINE","70134","GENERIC DRUG","OPIATE AGONISTS",NA,"yes","SOURCE B - IN SCOPE","CENTRALIZED",1000,"70134013",1,"NO FORM, PRIMARY, PRIMARY","WH, WH, WH","5036934099D",2021-11-01,54.31,162
"9581","064D","4378139","632","ADAM STEMM","0369177","61442012210","FAMOTIDINE 40MG 1000","09748","CARLSBAD TECHNOLOGY INC CS","","",9,2021-05-17,2021-05-26,7,7,7,24,24,"Generics","998","Y","FAMOTIDINE","46431","GENERIC DRUG","HISTAMINE H2-ANTAGONISTS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",1000,"46431006",1,NA,"OV, OV, OV","4378139064D",2021-11-01,51.5,116.09
"9582","064D","4580338","628","JEANNINE ROGERS","0374715","76204020030","ALBUTEROL SULF 0.083% 30X3MLUD","10352","RITEDOSE PHARMACEUTICALS CS","","",3,2021-08-09,2021-08-12,9.63,7,7,120,96,"Generics","0","N","ALBUTEROL SULFATE","41681","GENERIC DRUG","SELECTIVE BETA-2-ADRENERGIC AGONISTS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",90,"41681017",30,NA,"OV, OV, OV","4580338064D",2021-11-01,109.34,4.8
"9583","029D","5661640","633","CAMERON HOWARD","4253594","00409973510","CEFEPIME 2GM 10","57147","PFIZER INJECTABLE SI","","",15,2021-06-21,2021-07-06,8.84,9,9,13,13,"Generics","0","Y","CEFEPIME HCL","49123","GENERIC DRUG","CEPHALOSPORINS",NA,NA,"SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",10,"49123000",10,NA,NA,"5661640029D",2021-11-01,23.57,99.5
"9584","064D","4253597","628","JEANNINE ROGERS","0368185","10702001801","OXYCODONE HCL 5MG 100 IR C2","09283","KVK TECH INC CS","PA","",4,2021-05-03,2021-05-07,7.6,8,8,144,144,"Generics","992","Y","OXYCODONE HCL","16290","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"16290001",1,"PRIMARY, PRIMARY, PRIMARY","C2, C2, C2","4253597064D",2021-11-01,185.79,8.5
"9585","008D","5479480","633","CAMERON HOWARD","4288390","42806014932","AZITHROMYCIN 200MG/5ML 15ML","09785","EPIC PHARMA LLC CS","","",9,2021-07-13,2021-07-22,5.74,6,6,120,120,"Generics","0","N","AZITHROMYCIN","61199","GENERIC DRUG","MACROLIDES","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",15,"61199001",1,"NO FORM, NO FORM, PRIMARY","WH, WH, WH","5479480008D",2021-11-01,221.82,13
"9586","099D","5237227","630","CODY DIERCKS","4174289","00228142203","LAMOTRIGINE ER 100MG 30","02543","TEVA PHARMA CS","","",4,2021-05-03,2021-05-07,3.11,6,6,24,24,"Generics","0","N","LAMOTRIGINE","24703","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS",NA,"yes","GENERIC DRUG","CENTRALIZED",30,"24703001",1,"PRIMARY, NO FORM, NO FORM","WH, WH, WH","5237227099D",2021-11-01,87.03,311.7
"9587","009D","5551783","627","LISA POSTON","4171539","70010004301","METHYLPHENIDATE 20MG 100 ER C2","57385","GRANULES PHARMACEUTICALS CS","TN","",1,2021-05-03,2021-05-04,1.72,1,4,48,48,"Generics","0","N","METHYLPHENIDATE HCL","16180","GENERIC DRUG","RESPIRATORY AND CNS STIMULANTS",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",100,"16180005",1,"PRIMARY, NO FORM, NO FORM","C2, C2, C2","5551783009D",2021-11-01,47.34,57.11
"9588","099D","5650130","625","JEFF MEGYESI","4229872","00904670506","PROPRANOLOL 20MG 5X10UD","01544","MAJOR PHARMACEUTICALS","","",1,2021-06-07,2021-06-08,1.28,1,1,72,72,"Generics","0","N","PROPRANOLOL HCL","20631","GENERIC DRUG","BETA-ADRENERGIC BLOCKING AGENTS",NA,"yes","SOURCE A - OUT OF SCOPE","CENTRALIZED",50,"20631020",5,NA,"WH, WH, WH","5650130099D",2021-11-01,180.97,21.62
"9589","064D","5391271","627","LISA POSTON","0371600","62559049001","DIPHENOX/ATP 2.5-0.025 100 C5","05300","ANI PHARMACEUTICALS INC CS","","",7,2021-06-22,2021-06-29,6.6,7,7,12,12,"Generics","0","N","DIPHENOXYLATE/ATROPINE","65030","GENERIC DRUG","ANTIDIARRHEA AGENTS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"65030002",1,NA,"WH, WH, WH","5391271064D",2021-11-01,5.68,50
"9590","024D","5143318","699","NO BUYER ASSIGNED","4395144","60687012201","PREDNISONE 5MG 10X10UD","03641","AMERICAN HEALTH PACKAGING","","",7,2021-09-14,2021-09-21,7.06,7,1,12,12,"MISC","0","N","PREDNISONE","27176","GENERIC DRUG","ADRENALS","4","yes","SOURCE A - OUT OF SCOPE","CENTRALIZED",100,"27176005",10,NA,"WH, WH, WH","5143318024D",2021-11-01,8.9,16.76
"9591","026D","5609672","624","ASHLEY BOLTZ","4176477","68094004362","SUCRALFATE 1GM/10ML 30X10MLUD","04634","PRECISION DOSE INC","","",3,2021-05-04,2021-05-07,2.19,6,5,3,3,"Generics","0","N","SUCRALFATE","7651","GENERIC DRUG","PROTECTANTS",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",300,"07651656",30,NA,NA,"5609672026D",2021-11-01,4,272.85
"9592","099D","1698133","624","ASHLEY BOLTZ","4456388","51079075920","ATENOLOL 25MG 10X10UD","00230","MYLAN INSTITUTIONAL INC","","",1,2021-10-21,2021-10-22,2.05,5,3,60,60,"Generics","0","N","ATENOLOL","20662","GENERIC DRUG","BETA-ADRENERGIC BLOCKING AGENTS",NA,"yes","GENERIC DRUG","CENTRALIZED",100,"20662002",10,NA,"WH, WH, WH","1698133099D",2021-11-01,154.34,17.4
"9593","011D","5702519","628","JEANNINE ROGERS","4224979","76329334001","ATROPINE 0.1MG/ML 10X10ML LJ","00117","INTL MEDICATION SYS LTD","","",13,2021-06-03,2021-06-16,10.49,11,9,9,9,"Generics","0","N","ATROPINE SULFATE","18661","GENERIC DRUG","ANTIMUSCARINICS/ANTISPASMODICS",NA,NA,"GENERIC DRUG","NOT CENTRALIZED",100,"18661030",10,NA,NA,"5702519011D",2021-11-01,65.47,104.2
"9594","064D","5103445","633","CAMERON HOWARD","0371483","69097012515","TOPIRAMATE 200MG 1000 CPLT","11037","CIPLA USA INC CS","","",4,2021-06-21,2021-06-25,6.43,7,7,6,6,"Generics","992","Y","TOPIRAMATE","36552","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",1000,"36552000",1,NA,"WH, WH, WH","5103445064D",2021-11-01,0.45,138.2
"9595","011D","5412267","627","LISA POSTON","4273375","70156010708","SOD SULFACET/SULF 10-5% 227GM","10666","ECI PHARMACEUTICALS LLC CS","","",9,2021-07-02,2021-07-11,4.64,7,7,36,36,"Generics","0","Y","SULFACETAMIDE/SULFUR","48810","GENERIC DRUG","KERATOLYTIC AGENTS","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",240,"48810011",1,"NO FORM, PRIMARY, NO FORM","OV, OV, OV","5412267011D",2021-11-01,50.39,339.07
"9596","099D","5031471","633","CAMERON HOWARD","4229809","45802070001","TACROLIMUS 0.1% 60GM","02237","PADAGIS US LLC RX CS","","",7,2021-06-07,2021-06-14,3.05,3,3,900,900,"Generics","0","N","TACROLIMUS","12302","GENERIC DRUG","SKIN AND MUCOUS MEMBRANE AGENTS, MISC.","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",60,"12302006",1,NA,"WH, WH, WH","5031471099D",2021-11-01,261.03,200.01
"9597","064D","5652466","633","CAMERON HOWARD","4367049","69097050327","DIHYDROERGOT 4MG/ML 8X1ML","11037","CIPLA USA INC CS","","",15,2021-08-30,2021-09-14,7.72,7,7,20,20,"Generics","998","Y","DIHYDROERGOTAMINE MESYLATE","24732","GENERIC DRUG","SELECTIVE ALPHA-1-ADRENERGIC BLOCK.AGENT","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",8,"24732003",8,"PRIMARY, NO FORM, PRIMARY","WH, WH, WH","5652466064D",2021-11-01,15.65,3426.84
"9598","011D","5582697","633","CAMERON HOWARD","4344999","42806071501","BENZONATATE 200MG 100 SFG","09785","EPIC PHARMA LLC CS","","",2,2021-08-16,2021-08-18,8.89,2,7,384,384,"Generics","0","Y","BENZONATATE","93007","GENERIC DRUG","ANTITUSSIVES","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"93007000",1,NA,"WH, WH, WH","5582697011D",2021-11-01,47,18.75
"9599","099D","4935342","628","JEANNINE ROGERS","4414410","49884041301","URSODIOL 500MG 100 CPLT","02546","PAR PHARM CS","","",2,2021-09-27,2021-09-29,2.11,3,3,48,48,"Generics","0","Y","URSODIOL","17730","GENERIC DRUG","CHOLELITHOLYTIC AGENTS",NA,"yes","GENERIC DRUG","CENTRALIZED",100,"17730000",1,NA,"WH, WH, WH","4935342099D",2021-11-01,90.01,296.26
"9600","008D","4580346","628","JEANNINE ROGERS","4411916","76204020025","ALBUTEROL SULF 0.083% 25X3MLUD","10352","RITEDOSE PHARMACEUTICALS CS","","",4,2021-09-27,2021-10-01,4.85,7,5,120,96,"Generics","0","N","ALBUTEROL SULFATE","41681","GENERIC DRUG","SELECTIVE BETA-2-ADRENERGIC AGONISTS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",75,"41681015",25,NA,"OV, OV, OV","4580346008D",2021-11-01,74.72,4
"9601","016D","3778875","634","CHRISTOPHER PELT","4341548","64253011130","NORM SAL IV FL 0.9% 60X10 PFL","09189","MEDEFIL INC","","",17,2021-08-16,2021-09-02,9.24,11,11,208,208,"Generics","0","Y","SODIUM CHLORIDE 0.9%","3020","GENERIC DRUG","REPLACEMENT PREPARATIONS",NA,NA,"GENERIC DRUG","NOT CENTRALIZED",600,"03020134",60,NA,NA,"3778875016D",2021-11-01,880.7,30
"9602","099D","5419643","622","ESMERALDA TUSSING","4236947","55111069407","PALONOSETRON HCL 0.05MG/ML 5ML","04563","DR REDDYS LABORATORIES INC","","",39,2021-06-10,2021-07-19,4.43,4,4,2880,2880,"Generics","996","Y","PALONOSETRON HCL","20228","GENERIC DRUG","5-HT3 RECEPTOR ANTAGONISTS",NA,"yes","SOURCE A - OUT OF SCOPE","CENTRALIZED",5,"20228000",1,NA,NA,"5419643099D",2021-11-01,3130.05,50
"9603","064D","5582705","632","ADAM STEMM","4450552","70954021210","TRIHEXYPHENIDYL 2MG 100","57300","NOVITIUM PHARMA LLC CS","","",10,2021-10-18,2021-10-28,2.48,7,6,24,24,"Generics","0","N","TRIHEXYPHENIDYL HCL","17561","GENERIC DRUG","ANTICHOLINERGIC AGENTS (CNS)","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"17561002",1,NA,"WH, WH, WH","5582705064D",2021-11-01,35.54,15.04
"9604","009D","5499058","625","JEFF MEGYESI","4286876","27241014501","SILODOSIN 8MG 30","10863","AJANTA PHARMA USA INC CS","","",7,2021-07-12,2021-07-19,3.45,4,4,12,12,"Generics","0","N","SILODOSIN","16858","GENERIC DRUG","SELECTIVE ALPHA-1-ADRENERGIC BLOCK.AGENT","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"16858001",1,NA,"WH, WH, WH","5499058009D",2021-11-01,16.96,60
"9605","064D","5099114","632","ADAM STEMM","0372208","43547035410","LISINOPRIL 20MG 100 CPLT","09614","SOLCO HEALTHCARE US LLC CS","","",13,2021-06-30,2021-07-13,10.25,8,8,6,6,"Generics","0","N","LISINOPRIL","47262","GENERIC DRUG","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"47262002",1,NA,"WH, WH, WH","5099114064D",2021-11-01,2.42,8
